title,location,region,stars,amenities,start price,end price,total normalised rating,total rating,total count,total very positive rating count,total positive rating count,total negative rating count,total very negative rating count,total very positive reviews,total positive reviews,total negative reviews,total very negative reviews,location rating,location count,location very positive rating count,location positive rating count,location negative rating count,location very negative rating count,location very positive reviews,location positive reviews,location negative reviews,location very negative reviews,room rating,room count,room very positive rating count,room positive rating count,room negative rating count,room very negative rating count,room very positive reviews,room positive reviews,room negative reviews,room very negative reviews,food rating,food count,food very positive rating count,food positive rating count,food negative rating count,food very negative rating count,food very positive reviews,food positive reviews,food negative reviews,food very negative reviews,service rating,service count,service very positive rating count,service positive rating count,service negative rating count,service very negative rating count,service very positive reviews,service positive reviews,service negative reviews,service very negative reviews,cleanliness rating,cleanliness count,cleanliness very positive rating count,cleanliness positive rating count,cleanliness negative rating count,cleanliness very negative rating count,cleanliness very positive reviews,cleanliness positive reviews,cleanliness negative reviews,cleanliness very negative reviews,count,error percentage
Ace Residency,"Opp. N.G. Complex Near Ashok Nagar Marol, Military Road, Andheri East, 400072, India", Andheri East,2,"Room Service, Free Parking, Free High Speed Internet ( WiFi )",1666,2468,6.369045,5.766236806,36,6,13,14,3,"['i promise everyone will enjoy the trip and it will be memorable too', 'i will stay again here and will recommend my friends', 'very good hotel in my point of view and i really feel very good here', 'overall , a wholesome experience', 'so friends please go for it if you want', 'the service in this hotel was really good and satisfying']","['this all happen in the night pm', 'towels', 'the best thing is free airport transfer up and down', 'they will come to airport with name cards to receive', 'nice stay', 'good for transit passengers', 'well connected to both international as well as domestic airport of mumbai', 'you need to go walking', 'rooms were clean', 'wifi connection needs to be improved', 'quality and quantitywise are reasonably priced too', 'the tea was good', 'service in the hotel was awesome']","['when i ask where is your manager the have given me his no', 'i asked me to call myself', 'used the gpsmaps and even then had to ask for directions as its located quite inside', 'excellent staff , top service , good bed , very bad bathrooms , toilets are very bad', 'all things to be changed because its old and wornout', 'very cheap price', 'employees were very cordial and supportive', 'rooms were smelly and not at all clean', 'the restaurant is not inside the hotel', 'near to airport and transport was on time', 'had spent five days here', 'had spent five days here', 'though there was some issue with the hot water it took a lot more than expected time to get hot water', 'not what you want if you are in a rush in the morning']","['very bad experience', 'room service very bad', 'do not waste you money']",5.574475,1,0,1,0,0,[],['very good hotel in my point of view and i really feel very good here'],[],[],5.9067,4,0,3,1,0,[],"['excellent staff , top service , good bed , very bad bathrooms , toilets are very bad', 'rooms were smelly and not at all clean', 'rooms were clean']",['room service very bad'],[],5.568075,1,0,1,0,0,[],['the restaurant is not inside the hotel'],[],[],6.32861875,4,1,3,0,0,"['excellent staff , top service , good bed , very bad bathrooms , toilets are very bad']","['room service very bad', 'service in the hotel was awesome', 'the service in this hotel was really good and satisfying']",[],[],5.2103625,2,0,1,1,0,[],['rooms were clean'],['rooms were smelly and not at all clean'],[],98,47
Hotel Residency Andheri,"26 corner of DN Road & Rustom Sidhwa Marg, Fort Mumbai, 400 001, India", Fort Mumbai,2.5,"Budget, Gateway of India, Room Service, Free High Speed Internet ( WiFi )",4072,5182,6.405513636,5.781890441,34,2,15,17,0,"['wifi is working well and the cable connection is also good', 'overall very good experience']","['we parked the car in', 'we really loved staying at residency', 'the rooms are super clean and very chic', 'check in was very quick', 'highly recommend to international tourists', 'central location , modern and clean', 'appears new', 'well cleaned and comfortable room', 'good option for a people coming with family', 'rooms are clean', 'booking was done by me', 'rooms were clean and well maintained', 'been there for personal work', 'i had been there with family', 'hotel looks classic , royal and services are simple awesome and world class']","['we were travelling to mumbai for a family trip for two days', 'the bell boys took our bags up to', 'did not sell alcohol but one of the boys will go and get anything you want', 'nothing was any trouble for you', 'would stay again when in mumbai', 'affordable prices in pricey mumbai', 'very likely to stay here on my next visit to mumbaiindia', 'the hotel is located very near to the most of the popular areas in mumbai about minutes from victoria terminus station', 'this was my th return trip to the residency in fort', 'very near from the metro station', 'both varieties were available veg and nonveg', 'they did not serve any welcome drink', 'i travelled there alone for official purpose in november month', 'they had tieups with cabs', 'stayed for days with my family and didnt have any complaint about hotels services and staff', 'room tariff is acceptable as the services provided are simply world class and full value for money paid', 'must try this hotel and you will not get disappointed with its fine service and quality staff']",[],4.7416875,2,0,1,1,0,[],"['central location , modern and clean']",['the hotel is located very near to the most of the popular areas in mumbai about minutes from victoria terminus station'],[],5.666075,5,0,4,1,0,[],"['the rooms are super clean and very chic', 'well cleaned and comfortable room', 'rooms are clean', 'rooms were clean and well maintained']",['room tariff is acceptable as the services provided are simply world class and full value for money paid'],[],NA,0,0,0,0,0,[],[],[],[],5.893641667,3,0,1,2,0,[],"['hotel looks classic , royal and services are simple awesome and world class']","['stayed for days with my family and didnt have any complaint about hotels services and staff', 'must try this hotel and you will not get disappointed with its fine service and quality staff']",[],6.867015,5,0,5,0,0,[],"['the rooms are super clean and very chic', 'central location , modern and clean', 'well cleaned and comfortable room', 'rooms are clean', 'rooms were clean and well maintained']",[],[],132,27
7 Flags International Hotel,"181-184,Shaheed Bhagat Singh Road, 400059, India",Shaheed Bhagat Singh Road,3,"Room Service, Restaurant, Bar/Lounge, Free High Speed Internet ( WiFi )",2283,3702,6.423212,5.725225833,30,4,11,15,0,"['their customer service is good and the food was delicious', 'the customer service is good and their food was delicious', 'there customer service is good and food was delicious', 'also recreational process was something to watch']","['its a multi cusine restaurant as the name suggests one could enjoy various mouthwatering dishes across the world', 'nothing is good to mention about', 'dear all friends', 'it was a nice stay', 'actually i am an engineer we both plan to spend our honeymoon one of my friend recommended that hotel', 'after seeing their hospitality i think its a great choice', 'i think if you guys here you also have a blast', 'i promise that it would be a great experience', 'hotel staff is very helpful and kind', 'i must mention that i went there with my friends to celebrate a special occasion', 'it would be good if new item will be introduced to us']","['it is good for a transit traveler but not good for someone who is staying for more than day', 'not at all edible', 'the wifi is also horrible', 'wifi is not working', 'rooms service is cheap', 'every this is not good', 'have stayed in this hotel twice , no doubt food was very good and reasonably priced', 'that goes on through out the night', 'the only issue was that it was a little small', 'as i am a business man , i had to go to mumbai for my dealings', 'room was very small and had no view', 'i would think twice to checking here again', 'before going to mumbai we were very curious about our honeymoon', 'if anybody wants to go mumbai , ill suggest you to stay there at least one night before you leave mumbai', 'management was quite awesome']",[],4.444525,1,0,0,1,0,[],[],['room was very small and had no view'],[],5.9061,4,0,3,1,0,[],"['its a multi cusine restaurant as the name suggests one could enjoy various mouthwatering dishes across the world', 'rooms service is cheap', 'actually i am an engineer we both plan to spend our honeymoon one of my friend recommended that hotel']",['room was very small and had no view'],[],6.218645,5,0,3,2,0,[],"['their customer service is good and the food was delicious', 'the customer service is good and their food was delicious', 'there customer service is good and food was delicious']","['its a multi cusine restaurant as the name suggests one could enjoy various mouthwatering dishes across the world', 'have stayed in this hotel twice , no doubt food was very good and reasonably priced']",[],6.98549,5,3,2,0,0,"['their customer service is good and the food was delicious', 'the customer service is good and their food was delicious', 'there customer service is good and food was delicious']","['rooms service is cheap', 'hotel staff is very helpful and kind']",[],[],NA,0,0,0,0,0,[],[],[],[],96,3
The Paradise by Tunga,"P/16 MIDC Central Road, Andheri (East), 400093, India", Andheri (East),3.5,"Free Breakfast, Mid-range, Free Parking, Room Service, Restaurant, Free Parking, Bar/Lounge, Free Breakfast, Free High Speed Internet ( WiFi )",3887,5614,6.444649359,5.857323437,64,8,26,30,0,"['it was a good experience', 'food is good and service is well mannered', 'thanks good job', 'excellent choice of menu , both vegetarian and nonvegetarian', 'excellent and very warm', 'it is a good choice for a business stay', 'it is a good choice for a business stay', 'booking and front office people were good']","['my stay at tunga paradise in december was very nice and comfortable', 'mr', 'rooms and bathrooms are very clean', 'its good value for money', 'good location with easy accessibility', 'rooms are dated but clean', 'good ambience and good decor', 'simply great', 'my god', 'dear mr', 'chef , how do you manage to serve such good crab dishes', 'located very close to the airport', 'the property is average in terms of services they offer', 'located very close to the airport', 'the overall destination was good', 'everything was fine there', 'booking was done through my secretary', 'we need to order it for all the time', 'it was better to choose the outside veg', 'public transport was available', 'good for business trips than family stay', 'surroundings are okay', 'we had the function along with an overnight stay for my family members', 'the rooms were neat and clean', 'great location of the hotel', 'date of stay was july for nights']","['rajesh is always there to help with smallest of requirements of the guests and goes out of his way to make guests stay at', 'first time i was here in and just fell in love with it', 'the pipes leak and doesnt have a water arrestor', 'the chilli crab , barbeque crabs were just awesome', 'although the property is well located , it lacks the touch of something different from regular', 'they have only', 'view was not available from the room', 'activities were not organized by the hotel', 'i have no suggestion for them', 'it was an official visit', 'it was a corporate booking', 'plus tax', 'it was nearby airport', 'it was very conveniently located for me', 'no problem in check in or check out', 'they were responding to all our requests', 'tv , refrigerator , etc', 'geyser was not there but running hot water was there for hour', 'refrigerator was there but there was no drinking water', 'taste wise , it was not that much good', 'after detailed research i choose to stay in tunga paradise for my business trip', 'near to both domestic and international airports', 'other amenities are average', 'tunga is just located next to highway and near to four season and inorbit mall', 'stayed in paradise by tunga for one day', 'air conditioner system was not working properly', 'not far from chakala metro station', 'and most taxiauto drivers cant differentiate between tunga paradise and tunga international , so just ask them to take you to tunga as both of these are side by side', 'i had my permarriage function during the month of november ,', 'looking forward for more functions at tunga paradise']",[],6.303495,5,0,4,1,0,[],"['good location with easy accessibility', 'although the property is well located , it lacks the touch of something different from regular', 'the property is average in terms of services they offer', 'great location of the hotel']",['view was not available from the room'],[],5.280707143,7,0,5,2,0,[],"['rooms and bathrooms are very clean', 'good location with easy accessibility', 'rooms are dated but clean', 'activities were not organized by the hotel', 'the rooms were neat and clean']","['although the property is well located , it lacks the touch of something different from regular', 'view was not available from the room']",[],7.6896,1,0,1,0,0,[],['food is good and service is well mannered'],[],[],6.5304375,2,0,1,1,0,[],['food is good and service is well mannered'],['the property is average in terms of services they offer'],[],6.8245,3,0,3,0,0,[],"['rooms and bathrooms are very clean', 'rooms are dated but clean', 'the rooms were neat and clean']",[],[],155,6
Regent Hotel,"Band Stand, Bandra West, Bandra, 400 050, India", Bandra,5,"Free Breakfast, Luxury, Pool, Free Parking, Pool, Fitness Centre with Gym / Workout Room, Room Service, Free Parking, Restaurant, Bar/Lounge, Spa, Free High Speed Internet ( WiFi ), Free Breakfast",9686,20236,6.46626,6.075919595,37,1,27,9,0,['the hotel oozes quality and the sea view is breathtaking'],"['hi ,', 'mumbai is a huge city and travel times can be long', 'the', 'the location of the hotel was pleasant', 'nice hotel , good rooms , pool and garden', 'excellent checkin checkout process', 'quality of indian tea needs improvement', 'the service during breakfast could be fine tuned further', 'in general , will visit again', 'the airport is a good minute drive', 'lovely views of the sea and the bandra worli sealink , especially at dawn and dusk were the highlight of my stay here and will make me go back', 'we stayed here last year during the month of february', 'having said this what the', 'tried to help us', 'they also sent flowers and and cake as that was my friends birthday', 'i spend a', 'i stayed with my family for couple of nights', 'the domestic airport was pretty nearby', 'hotel is good but choose the rooms on the top floor', 'it is located in the heart of city', 'free wifi connection is also available here', 'veg and non veg both are available here', 'staff service is satisfactory', 'overall it is above average', 'services of the hotel were very good', 'location of the hotel was average', 'booking was done on the phone']","['i was just here for a business visit , and was more than a little disappointed', 'other meals are not so great and are expensive', 'the security process is also carried out very warmly without giving any feel of inconvenience', 'i had stayed a few years ago too with my husband', 'hotel should try to provide good south indian foods', 'hotel should give some attractive discount for room rent', 'the checkin was quick and like a breeze', 'everyone was exceptionally well dressed , polite , respectful , smiling and willing to do whatever you need to make your stay perfect', 'hotel provided complimentary breakfast to its customer and it was nice']",[],5.99055,4,0,4,0,0,[],"['the location of the hotel was pleasant', 'the hotel oozes quality and the sea view is breathtaking', 'lovely views of the sea and the bandra worli sealink , especially at dawn and dusk were the highlight of my stay here and will make me go back', 'location of the hotel was average']",[],[],6.19847,5,0,3,2,0,[],"['nice hotel , good rooms , pool and garden', 'hotel is good but choose the rooms on the top floor', 'staff service is satisfactory']","['lovely views of the sea and the bandra worli sealink , especially at dawn and dusk were the highlight of my stay here and will make me go back', 'hotel should give some attractive discount for room rent']",[],4.884958333,3,0,1,2,0,[],['the service during breakfast could be fine tuned further'],"['hotel should try to provide good south indian foods', 'hotel provided complimentary breakfast to its customer and it was nice']",[],5.70175,3,0,2,1,0,[],"['the service during breakfast could be fine tuned further', 'staff service is satisfactory']",['services of the hotel were very good'],[],NA,0,0,0,0,0,[],[],[],[],95,12
Daisy Residency,"Plot No -36, Opp Gurudwara, Sher-E-Punjab Society, Mahakali Caves Road, Andheri East, 400 093, India", Andheri East,2.5,"Room Service, Free Parking, Restaurant, Free High Speed Internet ( WiFi )",3023,4565,6.4687,5.840207609,23,2,10,11,0,"['room service is good', 'but it was a very decent and comfortable stay']","['with good staff behavior and at an average price this hotel is best option to stay in andheri', 'i stayed in daisy residency with my family my wife and mother , twice', 'rooms were clean and very well maintained', 'the entire management really impressed me', 'i liked everything here', 'real value for', 'one', 'we thought we will manage somehow', 'appearance was average', 'we were extremely happy when we were in dal lake']","['i have been staying there for more then times', 'every time i visit mumbai daisy is my first choice', 'this is one of the only times that i have been let down by a tripadvisor rating', 'first of all , i am puzzled about this star rating', 'ours was a private visit and certainly we were not looking for some royal stay', 'the online reviews were quite encouraging and the actual experience came as a rude shock', 'shopping , bakeries , malls all nearby', 'i stayed at daisy residency at andher east mumbai for nights', 'services were good with all amenities available in the room', 'no view from the room', 'we had seen floating jewellery shop and purchased some of them and there is no water sports due to security reasons']",[],5.1405,2,0,1,1,0,[],['the online reviews were quite encouraging and the actual experience came as a rude shock'],['no view from the room'],[],5.6344,5,0,3,2,0,[],"['rooms were clean and very well maintained', 'the online reviews were quite encouraging and the actual experience came as a rude shock', 'services were good with all amenities available in the room']","['room service is good', 'no view from the room']",[],NA,0,0,0,0,0,[],[],[],[],5.941041667,3,0,2,1,0,[],"['with good staff behavior and at an average price this hotel is best option to stay in andheri', 'room service is good']",['services were good with all amenities available in the room'],[],7.2748,1,0,1,0,0,[],['rooms were clean and very well maintained'],[],[],58,70
Hotel Midland,"Jawaharlal Nehru Road, Santacruz (East), 400055, India", Santacruz (East),2.5,"Budget, Free Breakfast, Free Parking, Room Service, Restaurant, Free Parking, Bar/Lounge, Free Breakfast",3208,4936,6.473876316,5.995059821,28,3,16,9,0,"['in the backyard there is a surprisingly good restaurant and a big plus for the free pickup at the airport', 'worst experience noneawesome , splendid , great', 'we loved it a lot']","['it is good for business travellers', 'there are a lot of eating options in the vicinity', 'food in restaurant was very good and breakfast on the roof terrace was just fine', 'i stayed here twice prior to leaving india and when i got there', 'its probably a good idea to make a reservation if you are traveling with a large party', 'the', 'provided a nice abode to escape the heat and get some rest before an international flight home', 'the midland hotel gets mixed reviews on this website , but i enjoyed my stay there and would happily stay again', 'the overall experience was a good one', 'the hotel provides very good quality food in multi cuisines', 'i stayed here for one night', 'airport pick and drop was complimentary which was well executed', 'overall , it was a nice stay for me', 'wifi enabled , charges applied', 'would love to go there again', 'best experience all was good']","['they provide complimentary airport transfer', 'they provide complimentary airport transfer', 'the hotel is located in the buzy area close to santa cruz railway station', 'check in was a bit slow because there was a lot of people trying to check in at once', 'ok for overnight stay if you have to catch flight or on business', 'i gave myself hours in mumbai between a domestic and international flight because i wanted to see the city and wanted a safety margin in case of a flight delay', 'there were no delays during check in and check out', 'wifi was on chargeable basis which you can negotiate', 'its located in the main heart of the city but on down side is only drop was available from airport']",[],4.707725,2,0,0,2,0,[],[],"['the hotel is located in the buzy area close to santa cruz railway station', 'the midland hotel gets mixed reviews on this website , but i enjoyed my stay there and would happily stay again']",[],5.636475,1,0,1,0,0,[],['in the backyard there is a surprisingly good restaurant and a big plus for the free pickup at the airport'],[],[],7.89295,3,2,1,0,0,"['in the backyard there is a surprisingly good restaurant and a big plus for the free pickup at the airport', 'the hotel provides very good quality food in multi cuisines']",['food in restaurant was very good and breakfast on the roof terrace was just fine'],[],[],NA,0,0,0,0,0,[],[],[],[],NA,0,0,0,0,0,[],[],[],[],67,58
Hotel Marigold Residency,"Near International Airport Next To Sangeet Plaza, Near Marol Firebrigade, 400059, India", Near Marol Firebrigade,3.5,"Room Service, Restaurant",3517,5182,6.474772321,5.895478922,51,7,18,26,0,"['nice experience', 'its a very good hotel , food served here is very nice , delicious', 'mumbai as a destination is very good', 'location of the hotel was very good', 'booking and front office people were good', 'the flatroom was well appointed and the location is quiet yet well connected', 'well balanced and a good start for the day']","['you cant rely on online booking', 'and an emotional parting from', 'everything managed very nicely', 'thanks to the manager mr dsouza and i appreciate the way things are managed by him', 'awesome food with prompt service at the restaurant', 'rooms n cleanliness was to my best of comfort', 'awesome management', 'very nice experience we have and we never forget these monuments', 'i travelled there by flight', 'billing and booking process was on time', 'it was my official trip in april month', 'it was an official trip , two days stay', 'i wold recommend this to everyone who visit', 'thank you', 'it was an official trip', 'i stayed there for two nights', 'toilet was neat and clean and wellmaintained', 'room service is prompt and very well organized']","['in the night you wont have no option to just stand on road', 'its ok only when you sleep and leave for work in the morning and returning in the evening', 'room service were too slow had to call several times for the extra bed', 'so there is no guarantee that even if you have paid full amount to', 'the old man at the reception seemed not to know anything and continuously looked like a confused perplexed character', 'would definitely stay there again', 'greetings were given by even small workers', 'we my colleagues nd i stayed here when we were there for our training', 'they provided me pickup and drop', 'it was an official visit', 'check in and check out time was to', 'welcome drink was not served by them on arrival', 'i travelled there alone in august', 'outside and inside look of the hotel was attractive', 'i did book it online', 'they have a training hall which can be used for official meeting', 'i will be glad to book my next trip here', 'ambiance was not very good because narrow lane', 'the quality was very poor', 'check and check out was delayed', 'i went there in group', 'i went in february', 'wifi was not used', 'i happened to stay here when i was travelling on work to mumbai', 'a bit off the beaten path', 'i also understand that the train stations are quite nearby']",[],6.80325,2,1,1,0,0,['the flatroom was well appointed and the location is quiet yet well connected'],['location of the hotel was very good'],[],[],5.064017857,7,0,3,4,0,[],"['rooms n cleanliness was to my best of comfort', 'outside and inside look of the hotel was attractive', 'the flatroom was well appointed and the location is quiet yet well connected']","['room service were too slow had to call several times for the extra bed', 'the old man at the reception seemed not to know anything and continuously looked like a confused perplexed character', 'toilet was neat and clean and wellmaintained', 'room service is prompt and very well organized']",[],5.7698875,2,0,2,0,0,[],"['awesome food with prompt service at the restaurant', 'its a very good hotel , food served here is very nice , delicious']",[],[],5.76435,4,0,4,0,0,[],"['room service were too slow had to call several times for the extra bed', 'the old man at the reception seemed not to know anything and continuously looked like a confused perplexed character', 'awesome food with prompt service at the restaurant', 'room service is prompt and very well organized']",[],[],7.4306125,2,0,2,0,0,[],"['rooms n cleanliness was to my best of comfort', 'toilet was neat and clean and wellmaintained']",[],[],136,25
Kohinoor Elite,"Kohinoor City, Kirol Road, Off., LBS Road, Next to American school, Kurla (W), 560038, India", Kurla (W),3,"Free Breakfast, Mid-range, Free Parking, Free Parking, Room Service, Restaurant, Free Breakfast, Free High Speed Internet ( WiFi )",4997,12894,6.496014167,5.824022368,57,3,31,22,1,"['very good food and service', 'the surroundings are very pleasant', 'good facility , good food']","['ft', 'it also gives you wifi which you need to log in daily', 'i had gone to stay here with family for a wedding', 'i stayed there for day with my parents as they had appointment with us consulate', 'us consulate is min', 'good class amenities', 'beyond expectations', 'near by airport and mall so can have fun time in the evening', 'though it was an official trip but i loved my stay over there', 'most imp all', 'the', 'airport', 'very good business and family hotel near us consulate if you want to stay over for us visa interview', 'spacious well furnished rooms for a couple clean with all needed amenities', 'helpful', 'can , t say enough good things about itport', 'pick up', 'am years old and felt so safe', 'eggs cooked to order', 'all the things are good', 'overall , it was good experience', 'per day', 'it was a honeymoon trip', 'here car parking space and valet service available', 'the rooms were always well cleaned and hygienic', 'the area of the hotel was also suitable for guests', 'the hotel is located at the heart of kurla and it takes around mins during peak traffic hours to reach bkc', 'the hotel offers spacious rooms with comfortable beds', 'the time taken for checkin checkout is quite high compared to the normal standards', 'indeed worth more than the money spent', 'overall experience was good']","['i do not understand what are the criteria of tripadvisor for awarding certificate of excellence', 'my experience of stay is as under', 'rooms were not properly cleaned and maintained', 'but you have to go down to the ground floor for everything', 'drive away', 'highly recomended if you have work near kurla and around suburb', 'had been for the us consulate application', 'next to the trade centre', 'too good staff and awesome restaurant', 'i stayed in kohinoor elite for months dec to may', 'though i didnt pay but it wasnt very expensive', 'the located is located centrally in mumbai and near to the airport mins', 'it was near from the airport', 'the hotel hasnt conducted any other indoor outdoor activity', 'it was value for money', 'wifi connectivity also available in elite', 'i stayed in kohinoor elite in the month of april', 'the complimentary breakfast provided by the hotel is average', 'however , since i did not make use of them , i am unable to comment', 'nothing has been left out', 'food , room and the over all ambiance worked well with me', 'at least not conveyed to me']",['one thing i would like to say is that its connectivity is little bad and it was little difficult to find'],5.3260875,2,0,1,1,0,[],['the area of the hotel was also suitable for guests'],['very good business and family hotel near us consulate if you want to stay over for us visa interview'],[],5.979,9,0,5,4,0,[],"['rooms were not properly cleaned and maintained', 'spacious well furnished rooms for a couple clean with all needed amenities', 'the rooms were always well cleaned and hygienic', 'the hotel offers spacious rooms with comfortable beds', 'good facility , good food']","['the hotel hasnt conducted any other indoor outdoor activity', 'here car parking space and valet service available', 'the hotel is located at the heart of kurla and it takes around mins during peak traffic hours to reach bkc', 'food , room and the over all ambiance worked well with me']",[],6.48359,5,1,4,0,0,['very good food and service'],"['too good staff and awesome restaurant', 'the complimentary breakfast provided by the hotel is average', 'good facility , good food', 'food , room and the over all ambiance worked well with me']",[],[],5.4085,3,0,2,1,0,[],"['very good food and service', 'here car parking space and valet service available']",['too good staff and awesome restaurant'],[],5.625291667,3,0,2,1,0,[],"['spacious well furnished rooms for a couple clean with all needed amenities', 'the rooms were always well cleaned and hygienic']",['rooms were not properly cleaned and maintained'],[],126,3
The Mirador,"131-B, New Link Road, Andheri (E), 400069, India", Andheri (E),4,"Room Service, Restaurant, Fitness Centre with Gym / Workout Room, Free Parking, Bar/Lounge, Free Breakfast, Free High Speed Internet ( WiFi )",6046,8329,6.497547917,5.979435227,44,6,21,16,1,"['good kitchen serves very good kebabs and biryanis', 'i had from here and it was good and tasteful', 'buffet at the hotel is very nice', 'the view of the hotel was also very good', 'hotel location is very good', 'appearance wise , it is nice']","['we stayed here on our first night in mumbai', 'the management team on the shift that day consisting of gunjan , nirmal and', 'otherwise hotel is good , so advise to fellow travellers check everything out in your room before check in because after that the', 'mirador', 'mirador is close to the airport', 'since we were often jetting off to other parts of india , this was really valuable for us', 'as a result it was very easy to get', 'relationship person humble', 'hotel staff professional', 'good decor', 'location of the hotel was excellent and it was located near to the chakala metro station', 'services were fully satisfactory', 'food facility was available there and it was delicious', 'you enjoy lot of varieties in morning break fast', 'main town is few km away', 'the location was good and convenient to reach there', 'it is close to the metro station , as well', 'the rooms were clean', 'overall , had a good stay', 'both veg', 'and nonveg']","['no second reminder nd followup required to get things done which gives', 'all was confirmed , or so i thought', 'the driver shows up with a car that seats , and only', 'the shower stall was choked for both the days', 'the duty manager was informed but he just gave verbal assurances but did nothing', 'all in all , staying at the mirador was a really', 'one of the managers mr milburn', 'it is very close to chakala metro and also close to airport', 'the room rates and the buffet rates are moderate', 'the biscotti is a must try', 'i had gone there with my family for relaxation in october month', 'stayed in last week at the mirador', 'it is located in andheri , near the highway , which is like the heart of the city', 'the front desk was helpful', 'i would recommend a business stay', 'hotel staff was helpful and friendly']",['they do not have any activities like pool or any games and also there was no sightseeing trip'],5.15034,5,0,4,1,0,[],"['location of the hotel was excellent and it was located near to the chakala metro station', 'the location was good and convenient to reach there', 'the view of the hotel was also very good', 'hotel location is very good']",['they do not have any activities like pool or any games and also there was no sightseeing trip'],[],5.9769,7,0,5,2,0,[],"['otherwise hotel is good , so advise to fellow travellers check everything out in your room before check in because after that the', 'services were fully satisfactory', 'food facility was available there and it was delicious', 'the location was good and convenient to reach there', 'the rooms were clean']","['the room rates and the buffet rates are moderate', 'they do not have any activities like pool or any games and also there was no sightseeing trip']",[],5.485525,3,0,2,1,0,[],"['food facility was available there and it was delicious', 'buffet at the hotel is very nice']",['the room rates and the buffet rates are moderate'],[],5.544475,3,0,2,1,0,[],"['hotel staff professional', 'hotel staff was helpful and friendly']",['services were fully satisfactory'],[],5.607325,1,0,1,0,0,[],['the rooms were clean'],[],[],122,9
Hotel Imperial Residency,"163, Sher-E-Punjab, Mahakali Caves Road, behind Tolani College, Andheri East, 499 093, India", Andheri East,3,"Room Service, Free Internet, Free Parking, Restaurant, Bar/Lounge, Free Breakfast",3702,4565,6.507802679,6.029024265,34,5,17,11,1,"['well best of luck', 'very good service in hotel', 'the outside view of the hotel is good', 'the food is great and the service is good', 'the hospitality is excellent']","['most important washroom is clean', 'our recommendation please avoid this at any cost', 'and more', 'well', 'that was really good', 'this hotel is completely in the residential area', 'good for stay with family', 'they provide us extra mattresses for kids', 'clean room and big', 'toilet and bathroom also clean', 'i stayed here for two days', 'they picked us from the airport', 'it takes around minutes from andheri station', 'room service is fast', 'free wifi is available', 'communication is good', 'overall , it was a nice time']","['the stay was only decent', 'it was not that great as it is located very deep inside andheri inside some gullies', 'it would cost you to go anywhere as you have to take a cab or auto', 'the counter staff lady said the executive salon room is occupied and have not made any deduction on the room rent', 'secondly when enquired at the time of booking they said they have full option', 'well i booked my room over phone and they sent me a car to pick up from the location', 'room was decent clean and they didnt kept dental amenities , shaving kit', 'so need to adjust', 'we were going to sidhhivinayak temple so we stayed one night with family', 'the position of the hotel is not so much crowded', 'the stay was comfortable , as i was on my own and i was there just for a day , for my work']","['hotel is looks good little expensive but no so good facilities , room was of olden architecture , beds were not really soft']",5.47021875,4,0,3,1,0,[],"['this hotel is completely in the residential area', 'the outside view of the hotel is good', 'the position of the hotel is not so much crowded']",['well i booked my room over phone and they sent me a car to pick up from the location'],[],5.20830625,8,0,3,5,0,[],"['most important washroom is clean', 'well i booked my room over phone and they sent me a car to pick up from the location', 'clean room and big']","['the counter staff lady said the executive salon room is occupied and have not made any deduction on the room rent', 'room was decent clean and they didnt kept dental amenities , shaving kit', 'toilet and bathroom also clean', 'room service is fast', 'hotel is looks good little expensive but no so good facilities , room was of olden architecture , beds were not really soft']",[],7.87925,1,1,0,0,0,['the food is great and the service is good'],[],[],[],6.89730625,4,2,2,0,0,"['very good service in hotel', 'the food is great and the service is good']","['the counter staff lady said the executive salon room is occupied and have not made any deduction on the room rent', 'room service is fast']",[],[],7.17585625,4,0,4,0,0,[],"['most important washroom is clean', 'room was decent clean and they didnt kept dental amenities , shaving kit', 'clean room and big', 'toilet and bathroom also clean']",[],[],83,49
